F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
-2.07,-2.52,-2.74,-2.66,-2.16,1.85,10.0,8.6,5.15,45.0,315.0,10.0,6.85,5.0,False
2.86,6.67,2.67,3.43,2.52,1.68,1.0,0.73,0.37,19.0,10.0,0.0,1.17,-5.0,False
3.19,3.76,3.61,3.25,3.95,0.3,0.0,0.47,0.82,44.0,58.0,4.0,1.84,12.0,False
3.39,4.89,2.86,2.46,4.01,1.37,1.0,0.75,0.39,6.0,6.0,4.0,0.61,3.0,True
-0.59,-1.79,-2.31,-2.08,-2.04,0.41,10.0,5.6,8.65,55.0,65.0,15.0,9.15,-15.0,True
-1.13,-1.77,-1.38,-1.97,-2.44,0.98,10.0,7.15,8.35,195.0,65.0,5.0,6.55,-30.0,True
-2.53,-1.59,-2.19,-2.42,-0.8,1.52,10.0,6.15,9.6,95.0,295.0,15.0,7.8,-75.0,False
3.85,5.11,3.96,4.14,4.26,3.17,1.0,0.21,1.01,33.0,1.0,2.0,1.54,-3.0,False
2.53,6.02,2.41,3.8,3.55,0.93,1.0,0.82,0.07,25.0,9.0,0.0,1.23,-9.0,False
-1.5,-1.41,-0.08,2.39,-1.59,0.75,10.0,6.35,6.75,45.0,205.0,15.0,9.1,-70.0,False
3.57,4.65,2.73,2.32,2.94,0.66,1.0,0.47,0.73,10.0,21.0,2.0,1.39,-19.0,False
2.7,2.52,3.31,3.09,2.53,2.08,1.0,0.6,0.64,42.0,9.0,2.0,0.97,12.0,False
-0.91,-2.34,-2.62,-2.28,-1.92,2.93,10.0,7.85,7.2,145.0,60.0,5.0,5.35,-85.0,False
2.33,3.35,5.02,2.75,2.54,2.42,1.0,1.02,0.42,2.0,24.0,2.0,1.68,-5.0,True
-1.91,0.51,-1.98,0.53,-1.67,2.5,10.0,6.4,6.55,100.0,365.0,15.0,10.05,60.0,False
-0.84,-1.2,-0.98,-0.02,-0.19,0.09,10.0,5.15,9.0,220.0,205.0,25.0,7.95,100.0,False
1.36,-1.53,-1.01,-1.05,-1.73,0.39,10.0,7.05,7.5,230.0,335.0,15.0,6.55,95.0,False
2.45,2.74,3.32,4.21,5.47,0.84,1.0,0.5,0.51,27.0,13.0,2.0,1.1,-12.0,False
-1.02,-2.66,-2.81,-2.48,-2.72,0.79,10.0,9.5,6.55,195.0,215.0,15.0,7.5,-15.0,True
3.36,2.78,2.03,2.45,2.72,1.16,1.0,1.0,0.96,9.0,3.0,0.0,1.54,-13.0,True
-1.88,-0.23,-2.29,-3.37,-2.01,0.97,10.0,8.35,9.25,-5.0,130.0,5.0,5.1,-80.0,True
-1.38,-0.83,-1.43,3.41,-0.37,0.26,10.0,6.6,5.35,125.0,135.0,15.0,9.2,40.0,False
4.93,2.52,3.37,3.47,3.46,0.4,1.0,0.36,0.62,8.0,38.0,2.0,1.3,11.0,False
-0.02,-1.27,-1.33,-0.74,-0.96,0.54,10.0,8.7,6.0,200.0,10.0,15.0,6.8,-65.0,True
-0.25,-0.35,0.35,0.02,0.17,1.59,10.0,4.65,7.65,200.0,200.0,25.0,6.35,85.0,False
-2.34,-1.94,-0.39,-2.3,-2.66,3.04,10.0,7.4,6.55,5.0,115.0,5.0,6.35,-50.0,True
-0.7,0.3,0.08,-0.09,-0.65,-1.08,10.0,4.7,7.4,120.0,185.0,15.0,13.15,95.0,False
5.0,4.3,5.27,9.92,4.3,0.74,1.0,0.64,0.82,33.0,17.0,0.0,0.79,-9.0,True
-0.28,2.78,-0.27,0.29,0.96,-1.05,10.0,5.0,5.6,135.0,135.0,15.0,13.85,30.0,False
-1.36,-0.78,-2.26,-0.48,-0.77,2.9,10.0,6.7,7.85,145.0,250.0,15.0,12.75,15.0,True
2.36,2.93,4.1,4.19,2.35,0.52,1.0,0.91,0.32,17.0,5.0,2.0,1.4,-20.0,True
3.4,2.8,2.94,2.16,4.83,0.9,1.0,0.84,0.75,5.0,64.0,2.0,0.84,4.0,True
2.65,3.78,2.31,3.09,2.85,0.7,1.0,0.77,0.67,26.0,11.0,2.0,0.39,-20.0,True
-1.28,-0.67,-1.63,-1.77,0.79,1.59,10.0,6.5,5.2,60.0,235.0,5.0,8.35,-5.0,False
-0.73,-1.69,-2.09,-2.55,-2.68,1.18,10.0,5.95,9.9,90.0,130.0,5.0,5.2,-10.0,True
2.46,2.94,2.48,2.93,3.87,1.87,1.0,0.12,0.68,10.0,8.0,2.0,2.02,-9.0,False
-2.2,-3.01,-1.6,-0.68,-1.1,1.04,10.0,8.15,9.2,145.0,275.0,15.0,9.45,-35.0,True
3.46,6.06,6.59,4.58,2.92,2.05,1.0,0.25,0.36,40.0,17.0,2.0,1.46,11.0,False
-1.06,0.18,0.68,0.11,-0.56,-0.36,10.0,5.9,7.3,220.0,195.0,25.0,12.75,45.0,False
4.1,2.31,2.9,2.82,3.19,0.46,1.0,0.77,0.57,18.0,13.0,4.0,0.22,17.0,True
2.46,2.72,2.45,3.48,3.51,0.22,1.0,0.7,0.19,6.0,6.0,2.0,0.87,13.0,True
3.34,2.61,2.52,4.31,2.43,1.35,1.0,0.29,0.96,34.0,21.0,2.0,1.62,-7.0,False
2.31,2.42,2.22,2.47,3.12,2.35,1.0,0.51,0.82,3.0,72.0,4.0,1.22,16.0,True
4.54,2.77,2.48,3.13,3.03,0.65,1.0,0.84,0.15,20.0,41.0,4.0,0.83,5.0,False
5.18,4.34,3.45,4.99,3.32,1.38,1.0,0.38,0.59,39.0,12.0,4.0,1.53,2.0,False
0.18,0.93,0.18,0.3,0.22,1.35,10.0,5.1,6.5,240.0,270.0,15.0,8.55,-85.0,False
-1.96,-2.44,-1.85,-1.48,-1.63,-1.11,10.0,6.0,8.3,50.0,55.0,15.0,7.1,80.0,False
-1.27,-0.91,-0.54,4.75,-1.52,-0.05,10.0,5.25,6.85,20.0,30.0,15.0,9.8,55.0,False
2.55,2.87,2.69,3.65,2.4,0.61,1.0,0.49,0.28,12.0,26.0,2.0,1.61,7.0,False
2.22,2.76,3.26,3.33,6.35,2.25,1.0,0.9,0.95,34.0,35.0,2.0,1.66,-21.0,True
3.05,4.54,2.84,3.23,3.7,0.94,1.0,0.92,0.55,25.0,22.0,4.0,1.1,7.0,True
0.78,-2.12,-1.09,0.63,-1.93,-0.55,10.0,7.3,6.6,175.0,15.0,5.0,8.9,-65.0,False
-0.3,-0.83,-2.11,-0.87,0.39,1.1,10.0,10.1,5.6,95.0,375.0,15.0,7.6,40.0,True
2.69,4.39,4.35,2.86,3.08,2.0,1.0,0.55,0.47,20.0,36.0,4.0,2.0,14.0,True
-0.04,-0.88,2.22,2.55,-1.09,-0.86,10.0,6.75,5.35,200.0,50.0,5.0,10.65,-30.0,False
2.52,2.22,3.01,3.16,2.58,0.71,1.0,0.83,0.91,10.0,17.0,2.0,1.53,17.0,True
-1.69,0.87,-1.83,-1.27,-1.8,-0.15,10.0,5.7,8.05,90.0,95.0,15.0,7.6,75.0,False
3.04,3.15,2.62,2.7,2.91,0.48,1.0,-0.05,0.46,26.0,32.0,4.0,1.86,5.0,False
-1.62,-1.25,0.01,-1.0,-1.64,0.15,10.0,5.95,8.55,225.0,75.0,15.0,8.35,-70.0,False
1.39,-1.89,-0.29,-1.75,-0.64,0.08,10.0,6.1,6.85,100.0,55.0,15.0,11.6,-20.0,False
2.53,4.7,3.25,2.29,2.55,1.16,1.0,0.96,0.74,42.0,39.0,2.0,1.32,-11.0,True
-1.48,-2.32,0.08,-1.92,2.97,2.89,10.0,8.5,5.15,130.0,310.0,5.0,14.8,-55.0,False
0.06,-2.9,-2.53,-0.06,-2.81,3.44,10.0,7.65,9.25,160.0,250.0,5.0,6.0,-80.0,False
2.84,3.23,2.87,5.07,3.46,0.49,1.0,0.42,0.47,27.0,46.0,3.0,2.03,-0.0,False
-2.82,-2.71,-2.84,-1.62,-1.6,1.23,10.0,9.0,7.85,225.0,350.0,5.0,7.5,-85.0,False
-2.75,-0.14,-1.46,-2.54,-2.44,0.88,10.0,7.4,8.2,95.0,50.0,15.0,6.85,-80.0,True
3.01,4.51,3.56,2.23,3.02,2.68,1.0,0.9,0.61,18.0,53.0,2.0,1.38,16.0,True
0.96,-0.78,2.09,1.14,-0.39,2.51,10.0,4.95,6.65,115.0,290.0,5.0,8.65,-5.0,False
-0.93,-0.28,-1.34,-0.06,0.02,0.55,10.0,5.75,6.3,25.0,265.0,15.0,11.8,-60.0,False
2.31,0.57,-0.21,-0.83,-0.27,-0.33,10.0,5.65,5.25,120.0,150.0,15.0,5.85,45.0,False
-2.88,-2.57,-2.98,-1.24,1.27,2.24,10.0,8.7,9.05,120.0,215.0,5.0,7.7,-30.0,True
4.38,3.56,3.2,5.87,4.42,0.95,1.0,0.12,0.46,17.0,7.0,4.0,1.49,3.0,False
-1.66,-2.48,-2.75,-1.85,-1.25,2.31,10.0,9.0,6.0,115.0,335.0,5.0,8.7,-15.0,False
-0.8,-2.37,0.5,-2.53,-0.32,0.49,10.0,8.95,6.0,180.0,230.0,15.0,7.75,85.0,True
0.26,-1.24,-1.13,-1.45,-0.3,-0.29,10.0,5.25,6.3,25.0,10.0,15.0,12.45,-60.0,False
2.27,3.15,4.47,3.17,3.7,0.15,1.0,1.04,0.25,22.0,20.0,2.0,1.84,13.0,True
3.16,2.46,4.89,2.96,2.28,1.04,1.0,0.68,0.73,17.0,33.0,2.0,0.15,6.0,True
0.44,0.38,2.06,-0.29,-1.67,-1.17,10.0,5.65,8.75,135.0,135.0,25.0,8.25,95.0,False
2.64,3.42,2.35,3.69,3.86,1.14,1.0,0.61,0.43,24.0,75.0,4.0,1.35,14.0,False
-1.63,-1.99,-1.62,0.84,-1.97,4.93,10.0,5.35,10.0,105.0,345.0,15.0,9.0,-25.0,False
2.79,2.28,4.13,2.84,3.1,2.01,1.0,0.97,0.09,28.0,33.0,2.0,0.72,16.0,False
2.81,3.45,3.58,2.88,4.71,1.18,1.0,0.16,0.61,8.0,9.0,2.0,1.48,1.0,False
3.19,2.61,3.33,4.01,3.07,0.65,1.0,0.87,0.82,44.0,22.0,4.0,2.01,15.0,True
6.23,2.68,2.57,2.35,3.53,0.71,1.0,0.88,0.24,32.0,49.0,4.0,1.62,9.0,False
3.52,2.42,3.71,3.28,3.8,0.95,1.0,0.81,0.74,31.0,32.0,2.0,1.39,-6.0,True
-1.42,-0.63,-1.53,3.74,-1.22,0.01,10.0,7.2,6.15,225.0,60.0,25.0,8.9,35.0,False
-1.06,-1.66,-2.25,-1.38,-1.08,-0.25,10.0,9.1,5.05,210.0,290.0,15.0,15.7,-60.0,True
-1.15,-0.04,-0.93,-0.37,-1.53,-0.66,10.0,6.15,8.55,240.0,170.0,15.0,5.25,70.0,False
4.13,2.89,2.64,2.23,2.25,0.76,0.0,0.3,0.66,-1.0,11.0,4.0,1.0,9.0,True
3.28,2.23,3.02,3.29,3.26,1.38,1.0,0.64,0.63,4.0,24.0,0.0,1.01,-16.0,True
5.72,3.07,2.39,2.74,2.53,0.79,1.0,0.46,0.39,17.0,68.0,4.0,1.74,9.0,False
4.2,2.06,3.63,3.29,2.33,0.26,1.0,1.03,0.54,11.0,22.0,4.0,0.84,10.0,True
2.64,2.3,3.01,2.24,6.77,1.88,1.0,0.93,0.54,39.0,38.0,3.0,1.7,0.0,False
5.17,4.68,2.32,3.01,5.07,3.09,1.0,0.57,0.92,35.0,9.0,2.0,1.38,-17.0,False
3.19,2.6,3.78,4.68,3.33,0.3,1.0,0.82,0.61,20.0,5.0,4.0,1.94,9.0,True
2.51,2.99,2.19,2.67,2.59,0.92,0.0,0.66,0.9,39.0,3.0,2.0,0.08,12.0,True
-1.21,-1.83,-0.02,-1.01,-2.08,1.23,10.0,6.5,9.45,145.0,220.0,5.0,9.4,-65.0,False
6.61,2.5,3.53,3.0,3.61,0.67,1.0,0.56,0.94,23.0,32.0,2.0,1.39,-19.0,True
1.27,5.39,-0.63,-0.14,-1.43,0.89,10.0,6.6,6.3,200.0,330.0,15.0,12.75,-85.0,False
-1.19,-1.46,-0.28,-0.71,-1.48,1.06,10.0,7.6,7.45,195.0,350.0,15.0,5.55,105.0,False
3.53,2.89,3.99,2.85,3.02,1.65,1.0,0.96,0.6,43.0,16.0,2.0,0.62,5.0,False
1.46,-0.27,1.87,-0.69,-0.86,-1.29,10.0,4.85,6.3,95.0,55.0,25.0,9.65,95.0,False
-2.52,-0.91,-2.49,-2.43,-1.77,2.27,10.0,7.4,7.45,45.0,375.0,15.0,10.3,-65.0,False
2.15,2.45,2.66,2.22,3.17,1.49,1.0,0.62,0.85,7.0,9.0,0.0,0.54,-18.0,True
5.99,2.6,2.99,3.03,5.79,1.87,1.0,0.07,0.16,7.0,9.0,4.0,1.6,16.0,True
2.69,3.75,2.56,3.29,2.65,3.08,1.0,0.13,0.4,8.0,4.0,2.0,1.68,-10.0,False
4.38,3.4,2.66,3.03,5.96,0.55,1.0,0.99,0.35,42.0,1.0,2.0,0.84,-4.0,False
3.03,3.19,3.95,2.91,2.95,0.87,1.0,0.2,0.69,11.0,32.0,2.0,1.9,-17.0,False
-1.11,-1.83,-1.5,-1.19,-1.04,1.47,10.0,7.25,6.6,150.0,80.0,5.0,13.25,-45.0,True
-2.5,-0.38,-2.34,0.28,1.09,1.29,10.0,8.55,5.65,165.0,170.0,5.0,7.0,-40.0,False
-1.58,-1.4,-0.76,-1.68,1.51,2.06,10.0,6.95,6.25,180.0,340.0,5.0,8.0,-30.0,False
3.27,5.62,2.92,3.42,2.87,3.49,1.0,0.67,0.2,28.0,12.0,2.0,0.97,8.0,False
2.43,-1.53,1.21,-1.8,-1.1,2.42,10.0,5.4,9.4,145.0,190.0,5.0,8.2,-40.0,False
2.1,2.81,3.31,2.61,2.35,1.15,1.0,0.89,0.99,8.0,58.0,2.0,1.14,7.0,True
-0.08,-2.86,-2.21,-2.78,-2.25,-0.47,10.0,9.25,5.3,105.0,35.0,5.0,5.8,0.0,True
4.5,2.6,7.33,3.92,2.67,1.43,1.0,0.62,0.56,43.0,4.0,0.0,1.84,-4.0,False
2.39,2.34,2.46,3.38,2.43,0.77,1.0,0.87,0.2,38.0,2.0,4.0,1.06,18.0,True
-1.52,-2.18,0.66,-2.73,-2.55,1.0,10.0,6.85,8.4,35.0,85.0,5.0,6.85,-45.0,True
1.02,-0.75,-1.1,-1.14,1.53,0.18,10.0,5.65,7.95,230.0,285.0,25.0,14.65,30.0,False
-2.89,-0.93,-2.51,-2.72,0.67,3.69,10.0,9.65,5.05,115.0,205.0,5.0,10.75,-10.0,True
-1.28,0.02,-0.64,-0.55,-0.68,0.37,10.0,5.55,5.05,-5.0,110.0,5.0,8.3,0.0,False
-2.06,-0.79,-1.7,-1.52,-1.65,1.54,10.0,6.35,6.8,55.0,70.0,5.0,7.2,-50.0,False
3.09,8.48,2.44,2.69,2.27,1.18,1.0,0.94,0.44,11.0,41.0,2.0,0.84,14.0,True
3.31,3.55,2.53,3.17,3.02,0.89,1.0,0.5,0.41,17.0,0.0,1.0,1.23,-5.0,False
-0.56,-0.67,0.21,-0.56,-0.33,-1.07,10.0,5.95,5.5,140.0,90.0,15.0,10.25,65.0,False
5.39,3.29,2.8,2.59,4.67,0.9,1.0,0.31,0.47,37.0,3.0,2.0,1.68,10.0,True
-1.66,0.45,-0.41,-2.24,-0.76,0.72,10.0,6.3,9.25,200.0,55.0,5.0,6.95,-50.0,False
5.71,5.38,3.72,3.2,4.18,1.01,1.0,0.93,0.85,6.0,13.0,4.0,1.17,10.0,True
3.0,3.52,3.38,3.15,3.08,0.56,1.0,0.28,1.07,31.0,7.0,4.0,0.63,13.0,True
3.42,3.41,3.67,2.76,3.88,0.5,1.0,0.46,0.46,21.0,43.0,2.0,1.67,13.0,False
-1.61,-1.06,-0.91,-0.86,-0.04,2.7,10.0,5.7,8.8,220.0,205.0,25.0,6.2,25.0,False
2.64,3.34,2.34,2.74,5.99,0.8,1.0,0.82,0.17,22.0,3.0,4.0,0.79,12.0,True
4.82,2.66,3.33,4.48,3.61,3.4,1.0,0.17,0.9,17.0,11.0,3.0,1.09,0.0,False
2.81,3.63,3.02,2.6,3.36,0.79,1.0,0.63,0.54,30.0,62.0,4.0,1.26,12.0,False
-1.19,-0.74,0.77,-0.86,0.07,0.34,10.0,6.3,5.55,145.0,20.0,5.0,6.4,-85.0,False
3.87,2.56,5.0,3.59,6.25,1.09,1.0,0.74,0.86,24.0,3.0,0.0,0.66,-5.0,True
-2.76,-2.81,-2.91,-2.51,-2.99,1.41,10.0,8.75,5.6,5.0,370.0,15.0,8.65,65.0,True
3.22,2.68,2.7,2.31,3.07,1.15,1.0,0.8,0.38,25.0,34.0,2.0,1.02,7.0,False
-1.71,-0.48,-1.85,0.09,-0.7,-0.45,10.0,6.15,7.75,160.0,35.0,15.0,8.7,40.0,False
2.35,2.53,3.58,4.68,2.85,1.12,1.0,0.73,0.65,16.0,65.0,2.0,1.06,-7.0,True
2.41,2.58,2.48,4.45,3.25,0.57,1.0,0.97,0.95,22.0,14.0,2.0,1.66,16.0,True
-0.32,0.36,1.61,-0.36,0.29,0.24,10.0,5.3,6.7,170.0,115.0,15.0,7.8,30.0,False
-2.26,-2.1,-2.2,-0.18,-2.26,1.3,10.0,9.2,5.45,215.0,165.0,5.0,8.1,-60.0,False
4.27,3.96,3.9,2.93,2.76,2.26,1.0,0.47,0.91,25.0,15.0,0.0,1.01,-7.0,False
3.36,3.29,2.6,2.91,3.62,0.8,1.0,0.08,0.91,39.0,2.0,4.0,0.69,11.0,False
-2.92,-2.86,-2.72,-1.23,-2.25,2.51,10.0,9.7,7.3,155.0,200.0,5.0,7.1,-105.0,False
-0.65,-1.3,-0.6,-1.96,-2.32,2.0,10.0,7.9,6.45,85.0,195.0,5.0,10.4,-35.0,True
-1.67,-1.83,-1.88,-0.84,-1.74,-0.08,10.0,8.05,5.1,85.0,15.0,15.0,5.05,0.0,True
-1.86,0.39,-1.94,1.73,0.1,-1.07,10.0,7.0,5.6,105.0,285.0,25.0,14.0,95.0,False
-2.44,-2.53,-2.44,-0.5,-1.55,0.79,10.0,6.25,9.0,110.0,150.0,15.0,8.65,-50.0,True
2.63,4.89,4.51,4.07,2.55,0.81,1.0,0.36,1.0,0.0,4.0,2.0,0.18,1.0,True
-0.67,4.92,-1.58,0.14,-0.12,1.13,10.0,5.65,9.2,215.0,265.0,5.0,5.35,-65.0,False
-1.14,-0.76,0.24,-2.45,-1.26,2.24,10.0,7.05,8.05,20.0,190.0,15.0,5.15,-45.0,True
2.76,2.46,2.45,2.18,3.79,0.86,1.0,0.9,0.84,11.0,66.0,0.0,1.34,-14.0,True
-1.77,-1.31,-2.42,-2.38,-1.64,1.96,10.0,7.95,7.05,210.0,310.0,5.0,11.9,-60.0,False
3.29,2.03,2.45,2.16,3.11,1.94,1.0,0.98,0.62,5.0,16.0,0.0,1.17,-14.0,True
-1.61,-1.13,-2.01,-1.74,1.51,0.22,10.0,7.8,7.05,220.0,200.0,15.0,10.1,-20.0,True
2.51,2.6,2.87,4.04,2.56,2.06,1.0,0.63,0.02,6.0,70.0,4.0,1.76,15.0,False
-0.42,0.16,0.45,0.24,0.01,-0.44,10.0,5.15,5.05,110.0,15.0,25.0,6.15,60.0,False
1.16,0.68,-0.94,0.0,-0.34,0.0,10.0,5.65,6.5,125.0,90.0,15.0,6.0,-15.0,False
-2.13,-2.19,-1.24,-0.77,-2.43,-0.36,10.0,8.6,5.75,160.0,60.0,15.0,5.85,-55.0,True
-0.29,-1.22,-1.34,-0.71,-1.53,1.72,10.0,6.15,5.75,80.0,145.0,15.0,5.35,50.0,False
2.3,2.96,2.22,4.02,4.18,2.35,1.0,0.95,0.5,19.0,30.0,4.0,1.69,17.0,True
2.77,6.86,5.0,3.88,3.7,4.17,1.0,0.61,0.69,24.0,6.0,0.0,1.04,-16.0,False
-1.69,1.76,-0.25,-1.76,-0.47,-0.58,10.0,5.95,8.95,70.0,95.0,15.0,5.8,-5.0,True
3.02,3.09,4.03,2.55,3.96,0.6,1.0,0.91,0.78,43.0,15.0,2.0,1.52,-8.0,True
2.33,-2.18,-2.28,-2.12,-0.65,1.06,10.0,6.7,6.75,70.0,185.0,5.0,8.75,-30.0,False
0.46,-2.52,-2.45,-0.77,-2.48,0.99,10.0,8.75,6.45,190.0,220.0,15.0,12.6,-70.0,True
0.31,-0.37,-1.63,0.32,-1.25,-0.27,10.0,7.2,6.15,215.0,50.0,15.0,6.25,-70.0,False
2.75,4.49,3.07,3.48,2.66,1.6,1.0,0.78,0.14,4.0,6.0,2.0,1.78,-18.0,False
-0.98,-0.94,-0.14,0.51,0.76,1.22,10.0,5.85,5.55,90.0,350.0,5.0,8.2,-80.0,False
3.41,4.04,3.93,2.59,2.64,0.58,1.0,0.73,0.01,10.0,3.0,2.0,1.28,-14.0,False
2.39,3.46,2.8,2.31,2.25,0.64,1.0,0.83,0.59,-1.0,12.0,2.0,1.26,-19.0,True
2.8,4.29,2.39,3.28,4.11,1.21,1.0,0.52,0.53,-1.0,42.0,4.0,1.89,11.0,True
2.68,3.24,3.64,3.89,2.96,1.11,1.0,0.17,0.88,1.0,71.0,4.0,2.08,10.0,False
-1.47,0.55,-1.54,-1.98,-0.98,0.71,10.0,5.85,9.3,150.0,120.0,15.0,5.05,-60.0,False
-1.42,2.47,-1.36,-1.42,-1.02,2.48,10.0,7.1,6.15,115.0,165.0,15.0,12.15,-75.0,True
2.3,3.23,3.56,4.19,2.33,2.51,1.0,0.6,0.98,14.0,3.0,2.0,0.76,11.0,True
-1.36,-1.56,0.86,0.09,-1.75,-0.77,10.0,6.25,6.3,115.0,100.0,15.0,13.6,-65.0,False
-1.15,-1.3,-0.85,1.32,1.71,1.22,10.0,5.3,8.6,220.0,215.0,15.0,11.4,0.0,False
3.0,2.38,4.66,4.25,3.25,0.96,0.0,0.26,0.78,10.0,7.0,4.0,0.96,19.0,True
2.41,7.73,4.79,3.34,2.8,0.9,1.0,0.33,0.61,3.0,22.0,2.0,1.17,19.0,False
3.43,3.67,4.03,3.02,3.29,3.58,1.0,0.75,0.35,30.0,2.0,4.0,0.01,6.0,False
4.29,2.22,3.96,4.85,3.0,0.42,1.0,0.77,0.52,8.0,60.0,4.0,1.85,3.0,True
-2.85,1.59,-2.58,-2.47,-2.86,1.11,10.0,7.2,8.85,25.0,135.0,5.0,5.2,-55.0,True
-0.61,-1.24,-0.4,-1.08,-1.15,1.51,10.0,5.05,6.1,45.0,95.0,15.0,10.2,-55.0,False
4.13,2.74,2.66,2.52,3.33,0.76,1.0,0.9,0.67,37.0,42.0,2.0,0.49,13.0,True
-1.1,0.69,-0.6,-0.36,-1.18,0.43,10.0,5.95,5.65,115.0,240.0,5.0,11.5,-55.0,False
3.49,2.49,2.95,2.49,2.79,0.74,1.0,0.36,0.46,25.0,19.0,2.0,1.5,-7.0,False
6.75,2.5,2.58,3.12,2.86,1.56,1.0,0.54,0.68,29.0,6.0,2.0,1.28,1.0,False
-2.41,-0.87,-2.86,-1.34,-1.62,1.4,10.0,9.9,6.55,155.0,215.0,15.0,8.25,-10.0,True
6.24,3.16,3.02,4.35,3.31,0.69,1.0,0.92,0.43,21.0,78.0,4.0,1.65,1.0,True
0.09,2.61,0.57,1.5,-0.49,-0.85,10.0,4.85,7.1,190.0,165.0,15.0,7.45,70.0,False
5.29,3.47,4.91,3.7,3.18,0.98,1.0,0.46,0.52,40.0,19.0,2.0,1.8,1.0,False
-2.14,-1.13,-2.18,-2.37,0.6,0.79,10.0,7.0,8.55,185.0,210.0,15.0,6.7,70.0,True
2.21,3.06,2.66,3.12,2.58,1.64,1.0,0.86,0.87,45.0,51.0,4.0,1.52,10.0,True
-2.9,-2.68,-2.26,-2.87,-2.64,1.32,10.0,9.1,7.45,200.0,330.0,5.0,12.85,-25.0,True
3.3,5.32,3.19,2.61,3.16,4.34,1.0,0.46,0.31,5.0,37.0,2.0,1.7,11.0,False
-0.41,-3.17,-2.98,-1.82,-3.21,2.52,10.0,8.7,9.0,100.0,350.0,15.0,8.55,-5.0,True
2.78,2.48,5.96,5.41,2.34,1.34,1.0,0.87,0.93,27.0,5.0,2.0,1.46,-11.0,True
-2.11,-1.87,-0.39,-1.01,0.0,0.35,10.0,6.55,7.1,100.0,10.0,15.0,9.2,-65.0,True
1.39,-2.19,-1.39,-2.51,-2.46,-0.82,10.0,8.2,6.1,55.0,125.0,15.0,5.15,60.0,True
2.55,2.66,3.44,4.23,2.87,0.27,1.0,0.68,0.86,13.0,2.0,2.0,0.61,19.0,True
2.64,4.87,5.73,3.65,3.13,1.34,1.0,0.55,0.57,3.0,30.0,2.0,1.17,-17.0,True
2.26,3.29,2.39,2.22,2.86,3.75,1.0,0.96,0.03,6.0,40.0,4.0,0.26,12.0,True
2.56,2.44,3.11,2.66,2.52,2.68,1.0,0.67,0.7,22.0,7.0,0.0,0.5,-2.0,True
4.07,2.22,3.08,3.31,6.42,1.19,1.0,0.88,0.55,20.0,16.0,4.0,1.0,3.0,True
3.15,3.8,3.04,2.28,2.88,1.46,1.0,0.78,0.64,16.0,42.0,2.0,0.04,12.0,True
-1.12,-0.74,-0.46,-1.0,-1.1,0.5,10.0,5.95,5.8,140.0,85.0,5.0,6.35,-45.0,False
7.57,3.85,3.7,2.51,3.23,2.09,1.0,0.61,0.75,6.0,15.0,2.0,0.19,-18.0,True
-0.69,-0.34,-0.87,-1.05,-1.14,-0.82,10.0,5.65,6.8,120.0,80.0,10.0,10.25,5.0,False
2.17,2.2,3.13,3.8,2.27,0.85,1.0,1.03,0.67,33.0,29.0,2.0,0.42,-7.0,True
-2.18,-2.12,-0.91,-2.47,-2.52,2.06,10.0,7.25,7.25,100.0,220.0,5.0,7.35,-80.0,False
-1.98,-2.01,0.55,-0.13,0.77,-0.01,10.0,8.8,6.1,215.0,200.0,5.0,13.6,-55.0,True
2.54,3.61,2.87,3.13,4.7,0.71,1.0,0.05,0.96,33.0,35.0,4.0,1.79,18.0,True
-0.69,-0.46,0.62,0.4,1.32,0.81,10.0,6.4,5.7,240.0,375.0,25.0,8.65,20.0,False
-0.19,-2.35,-2.47,-2.49,-1.35,-0.4,10.0,6.25,8.85,75.0,210.0,15.0,12.9,-75.0,True
-2.27,-2.2,-2.33,-0.99,-1.56,2.27,10.0,6.65,9.6,125.0,250.0,15.0,7.55,-35.0,True
3.76,2.6,2.69,3.48,3.78,2.67,1.0,0.2,0.89,26.0,20.0,2.0,0.98,8.0,False
0.69,-1.53,-0.96,0.25,-0.69,0.71,10.0,5.4,7.4,115.0,25.0,15.0,6.95,-50.0,False
-2.25,-0.83,-0.4,-1.76,-1.55,0.33,10.0,6.15,9.9,160.0,235.0,15.0,5.95,65.0,True
-0.63,-1.67,-1.3,-1.95,-1.1,0.81,10.0,5.5,10.05,185.0,300.0,15.0,6.8,-30.0,False
2.77,5.1,2.36,6.35,5.09,0.96,1.0,0.59,0.69,31.0,26.0,2.0,0.64,12.0,False
3.03,2.41,4.79,2.76,2.66,0.46,1.0,0.61,0.33,28.0,28.0,4.0,1.73,15.0,True
-1.29,-2.61,1.22,-2.31,-1.55,1.35,10.0,6.9,9.75,160.0,150.0,5.0,12.1,-90.0,True
3.31,2.38,2.71,3.42,3.18,0.72,1.0,0.37,1.0,9.0,5.0,4.0,1.92,2.0,True
-0.96,-1.45,-1.31,-0.78,2.17,0.51,10.0,6.8,7.95,230.0,45.0,5.0,11.45,-55.0,False
-2.22,-2.59,-2.49,-0.66,-0.67,1.66,10.0,6.65,8.65,20.0,385.0,5.0,8.9,-75.0,False
3.55,2.99,2.55,2.49,2.53,1.93,1.0,0.8,0.12,15.0,47.0,2.0,1.84,-2.0,False
3.99,3.5,2.89,3.08,7.52,0.17,1.0,0.61,0.78,41.0,13.0,2.0,1.94,10.0,True
